,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
38,Cascading:low >= high,1,0.0,32,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598893404006958,1.5786725521087646,0.015744328498840332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
39,Cascading:low >= high,1,0.0,32,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16398906707763672,1.581866693496704,0.015744328498840332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
40,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16808879375457764,1.7048763275146483,0.01632843017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
41,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17218852043151855,1.7740400552749633,0.016895365715026856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
42,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17628824710845947,1.8667366266250611,0.017473649978637696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
43,Cascading:low >= high,2,0.0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803879737854004,2.061162734031677,0.017473649978637696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
44,Cascading:low >= high,2,0.0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844877004623413,2.204463982582092,0.017473649978637696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
45,Cascading:low >= high,2,0.484375,2,10,0.45454545454545453,0.35526315789473684,0.4805194805194805,0.5714285714285714,0.6363636363636364,0.5454545454545454,0.4935064935064935,0.4675324675324675,0.4805194805194805,0.35526315789473684,0.0830871702385943,0.18858742713928223,2.2108206748962402,0.01818370819091797,0.8295717592592593,0.8234442836468886,0.846820809248555,0.8205499276410999,0.8523878437047757,0.8219971056439942,0.8191027496382055,0.8277858176555717,0.8162083936324168,0.8335745296671491,0.8338150289017341,0.011488319797369166,RCA+kNN,pima-indians
46,Cascading:low >= high,2,0.4270833333333333,2,50,0.4675324675324675,0.39473684210526316,0.35064935064935066,0.4675324675324675,0.38961038961038963,0.4935064935064935,0.4935064935064935,0.4155844155844156,0.37662337662337664,0.42105263157894735,0.04806639669053247,0.19268715381622314,2.253501296043396,0.01888747215270996,0.8327546296296297,0.8191027496382055,0.8352601156069365,0.8277858176555717,0.8263386396526773,0.8523878437047757,0.8422575976845152,0.8321273516642547,0.8234442836468886,0.8335745296671491,0.8352601156069365,0.009101101662066473,RCA+kNN,pima-indians
47,Cascading:low >= high,2,0.40234375,2,100,0.33766233766233766,0.5263157894736842,0.44155844155844154,0.38961038961038963,0.35064935064935066,0.42857142857142855,0.45454545454545453,0.3246753246753247,0.37662337662337664,0.39473684210526316,0.05838618050747695,0.19678688049316406,2.3337419986724854,0.019590926170349122,0.8339120370370371,0.8248914616497829,0.8367052023121387,0.8234442836468886,0.8393632416787264,0.8480463096960926,0.8364688856729378,0.8350217076700435,0.8277858176555717,0.8379160636758322,0.8294797687861272,0.0071359396552540515,RCA+kNN,pima-indians
